id,text,label,source,platform_type,language,date_collected,clean_text,label_encoded
UG_TRUE_061,Uganda's government to invest in renewable energy infrastructure to support sustainable development.,TRUE,Daily Monitor,News Website,English,2025-02-14    ,uganda government invest renewable energy infrastructure support sustainable development,1.0
UG_TRUE_062,Uganda's government to launch campaign to promote domestic tourism.,TRUE,New Vision,News Website,English,2025-02-15 ,uganda government launch campaign promote domestic tourism,1.0
UG_TRUE_063,Uganda's infrastructure development projects receive support from international donors.,TRUE,VOA Swahili,News Website,Mixed,2025-02-15,uganda infrastructure development project receive support international donor,1.0
UG_TRUE_064,Uganda's government to implement new policies to support innovation and technology development.,TRUE,CNN,News Website,English,2025-02-16,uganda government implement new policy support innovation technology development,1.0
UG_TRUE_065,Uganda's healthcare sector to receive new training programs for healthcare workers.,TRUE,BBC Africa,News Website,English,2025-02-16,uganda healthcare sector receive new training program healthcare worker,1.0
UG_TRUE_066,Uganda's education system to adopt new teaching methodologies to improve student learning outcomes.,TRUE,The East African,News Website,English,2025-02-17  ,uganda education system adopt new teaching methodology improve student learning outcome,1.0
UG_TRUE_067,Uganda's government to launch new initiatives to promote entrepreneurship.,TRUE,Daily Monitor,News Website,English,2025-02-17,uganda government launch new initiative promote entrepreneurship,1.0
UG_FAKE_086,"No, Ugandan president Museveni didn’t announce new lockdown measures on Twitter.",FAKE,AfricaCheck,Fact-Check,English,2021-03-20,ugandan president museveni didnt announce new lockdown measure twitter,0.0
UG_FAKE_087,"No, Ugandan health ministry didn’t issue warning about fake vaccines being distributed.",FAKE,AfricaCheck,Fact-Check,English,2021-05-15,ugandan health ministry didnt issue warning fake vaccine distributed,0.0
UG_FAKE_088,"No, Ugandan police didn’t tweet that citizens must report anyone not wearing masks.",FAKE,AfricaCheck,Fact-Check,English,2020-07-10,ugandan police didnt tweet citizen must report anyone wearing mask,0.0
UG_FAKE_089,"No, Ugandan government didn’t announce free internet for all citizens.",FAKE,AfricaCheck,Fact-Check,English,2025-02-18,ugandan government didnt announce free internet citizen,0.0
UG_FAKE_090,"No, Ugandan opposition leader Bobi Wine didn’t call for international sanctions against Uganda.",FAKE,AfricaCheck,Fact-Check,English,2025-03-12,ugandan opposition leader bobi wine didnt call international sanction uganda,0.0
UG_FAKE_091,FALSE: Ugandan parliament did not pass bill banning use of Bobi Wine’s portrait at marriage ceremonies.Parliament confirmed that no such bill was discussed.,,,,,,false ugandan parliament pas bill banning use bobi wine portrait marriage ceremoniesparliament confirmed bill discussed,
UG_FAKE_092,FALSE: This video does not show the US Army arriving in Uganda ahead of elections. The video is of US Mountain Soldiers arriving in New York.,FAKE,PesaCheck,Fact-Check,English,2025-12-19,false video show u army arriving uganda ahead election video u mountain soldier arriving new york,0.0
UG_FAKE_093,ALTERED: This photo of Uganda Police spokesperson Rusoke in an NRM T-shirt is doctored. The authentic photo shows Rusoke wearing a police uniform.,FAKE,PesaCheck,Fact-Check,English,2025-12-05,altered photo uganda police spokesperson rusoke nrm tshirt doctored authentic photo show rusoke wearing police uniform,0.0
UG_FAKE_094,ALTERED: This video does not show President Museveni threatening CNN journalist Larry Madowo. The Presidency dismissed the video as fabricated.,FAKE,PesaCheck,Fact-Check,English,2025-12-05,altered video show president museveni threatening cnn journalist larry madowo presidency dismissed video fabricated,0.0
UG_FAKE_095,"FALSE: This video is not of Ugandan security forces shooting at protesters. The original video, from 2020, shows security forces in Kenya dispersing a crowd.",FAKE,PesaCheck,Fact-Check,English,2025-10-19,false video ugandan security force shooting protester original video show security force kenya dispersing crowd,0.0
UG_FAKE_096,"HOAX: This NIRA account promising express National IDs is not authentic. NIRA has dismissed the account as fake and urged the public to ignore it, along with several other imposter accounts.",FAKE,PesaCheck,Fact-Check,English,2025-11-20,hoax nira account promising express national id authentic nira dismissed account fake urged public ignore along several imposter account,0.0
UG_FAKE_097,"FALSE: This video is not of Ugandan opposition leader Bobi Wine being arrested. The original video, from 2021, shows Bobi Wine being taken away by security forces during protests in Kampala.",FAKE,PesaCheck,Fact-Check,English,2025-10-14,false video ugandan opposition leader bobi wine arrested original video show bobi wine taken away security force protest kampala,0.0
UG_FAKE_098,"FALSE: Ugandan opposition leader Bobi Wine has not fled to the US. There is no evidence to support this claim, and Bobi Wine has not made any public statements indicating that he has left Uganda.",FAKE,PesaCheck,Fact-Check,English,2025-08-30,false ugandan opposition leader bobi wine fled u evidence support claim bobi wine made public statement indicating left uganda,0.0
UG_FAKE_099,ALTERED: This video of US President Trump commenting on electoral violence in Uganda is doctored. The original video is of Trump’s speech during his campaign in Wisconsin in 2016.,FAKE,PesaCheck,Fact-Check,English,2025-11-05,altered video u president trump commenting electoral violence uganda doctored original video trump speech campaign wisconsin,0.0
UG_FAKE_100,"FALSE: This video is not of Ugandan opposition leader Bobi Wine calling for the overthrow of the Ugandan government. There is no evidence to support this claim, and Bobi Wine has not made any public statements indicating such intentions.",FAKE,PesaCheck,Fact-Check,English,2025-09-15   ,false video ugandan opposition leader bobi wine calling overthrow ugandan government evidence support claim bobi wine made public statement indicating intention,0.0
UG_FAKE_101,FAKE: Centenary Bank’s head office in Kampala did not catch fire. The bank confirmed the allegations are false.,FAKE,PesaCheck,Fact-Check,English,2025-11-01,fake centenary bank head office kampala catch fire bank confirmed allegation false,0.0
UG_FAKE_102,"PARTLY FALSE: Natasha Museveni is not the Bank of Uganda governor. The position is held by Michael Atingi-Ego, not Natasha.",FAKE,PesaCheck,Fact-Check,English,2025-12-03,partly false natasha museveni bank uganda governor position held michael atingiego natasha,0.0
UG_FAKE_103,FALSE: This video is unrelated to Uganda’s Deputy Prime Minister Moses Ali. The video is of the arrival of the body of the deceased Speaker Jacob Oulanyah at Entebbe Airport.,FAKE,PesaCheck,Fact-Check,English,2025-12-03,false video unrelated uganda deputy prime minister moses ali video arrival body deceased speaker jacob oulanyah entebbe airport,0.0
UG_FAKE_104,ALTERED: This video of US President Trump speaking about Bobi Wine is doctored. The original video is of President Trump making remarks about New York City Mayor-elect Zohran Mamdani.,FAKE,PesaCheck,Fact-Check,English,2025-12-03,altered video u president trump speaking bobi wine doctored original video president trump making remark new york city mayorelect zohran mamdani,0.0
UG_FAKE_105,FALSE: This photo does not depict a UDA political rally in Mbeere North. The image was taken in Mayuge District in Uganda.,FAKE,PesaCheck,Fact-Check,English,2025-12-03,false photo depict uda political rally mbeere north image taken mayuge district uganda,0.0
UG_TRUE_068,Uganda's government to implement new measures to enhance food security.,TRUE,Daily Monitor,News Website,English,2025-02-18,uganda government implement new measure enhance food security,1.0
UG_FAKE_106,ALTERED: This video of Electoral Commission chairperson Simon Byabakama speaking about Bobi Wine is doctored. The original video shows Byabakama announcing the revised dates for the presidential nominations.,FAKE,PesaCheck,Fact-Check,English,2025-11-26,altered video electoral commission chairperson simon byabakama speaking bobi wine doctored original video show byabakama announcing revised date presidential nomination,0.0
UG_FAKE_107,SATIRE: Muteesa 1 Royal University has not opened a campus on the Indian Ocean coast. The university said the claim is false.,FAKE,PesaCheck,Fact-Check,English,2025-11-15,satire muteesa royal university opened campus indian ocean coast university said claim false,0.0
UG_FAKE_108,FALSE: This video showing Ugandan military aircraft performing drills isn’t recent. The video precedes Museveni’s declaration on ownership of the Indian Ocean.,FAKE,PesaCheck,Fact-Check,English,2025-11-15,false video showing ugandan military aircraft performing drill isnt recent video precedes musevenis declaration ownership indian ocean,0.0
UG_FAKE_109,HOAX: This website promising free data to celebrate WhatsApp’s anniversary is a scam. The scam misleads users into believing they are being gifted 100GB of free data on WhatsApp’s 16th anniversary.,FAKE,PesaCheck,Fact-Check,English,2025-10-24,hoax website promising free data celebrate whatsapps anniversary scam scam misleads user believing gifted gb free data whatsapps th anniversary,0.0
UG_FAKE_110,AKE: This opinion poll on Uganda’s 2026 presidential candidates is inauthentic. Research World International CEO Patrick Wakida dismissed the poll as fabricated.,FAKE,PesaCheck,Fact-Check,English,2025-10-14,ake opinion poll uganda presidential candidate inauthentic research world international ceo patrick wakida dismissed poll fabricated,0.0
UG_TRUE_069,Uganda's government to enhance water resource management to support agriculture.,TRUE,New Vision,News Website,English,2025-02-19  ,uganda government enhance water resource management support agriculture,1.0
UG_TRUE_070,Uganda's healthcare sector to implement new disease surveillance systems.,TRUE,VOA Swahili,News Website,Mixed,2025-02-19,uganda healthcare sector implement new disease surveillance system,1.0
UG_TRUE_071,Uganda's education system to receive new funding for vocational training programs.,TRUE,CNN,News Website,English,2025-02-20,uganda education system receive new funding vocational training program,1.0
UG_TRUE_072,Uganda's government to invest in infrastructure projects to improve urban transportation.,TRUE,BBC Africa,News Website,English,2025-02-20,uganda government invest infrastructure project improve urban transportation,1.0
UG_TRUE_073,Uganda's agricultural sector to benefit from new research and development initiatives.,TRUE,The East African,News Website,English,2025-02-21  ,uganda agricultural sector benefit new research development initiative,1.0
UG_TRUE_074,Uganda's government to launch new initiatives to promote financial inclusion.,TRUE,Daily Monitor,News Website,English,2025-02-21    ,uganda government launch new initiative promote financial inclusion,1.0
UG_TRUE_075,Uganda's government to enhance disaster response capabilities.,TRUE,New Vision,News Website,English,2025-02-22 ,uganda government enhance disaster response capability,1.0
UG_TRUE_076,Uganda's tourism sector to develop new heritage tourism sites to attract visitors.,TRUE,VOA Swahili,News Website,Mixed,2025-02-22,uganda tourism sector develop new heritage tourism site attract visitor,1.0
UG_FAKE_111,ALTERED: Video of Joel Ssenyonyi receiving a service award is doctored. The video is generated using Artificial Intelligence.,FAKE,PesaCheck,Fact-Check,English,2025-12-12,altered video joel ssenyonyi receiving service award doctored video generated using artificial intelligence,0.0
UG_FAKE_112,ALTERED: This video of US President Trump speaking about Bobi Wine is doctored. The original video is of President Trump making remarks about New York City Mayor-elect Zohran Mamdani.,FAKE,PesaCheck,Fact-Check,English,2025-12-03,altered video u president trump speaking bobi wine doctored original video president trump making remark new york city mayorelect zohran mamdani,0.0
UG_FAKE_113,FALSE: This photo does not depict a UDA political rally in Mbeere North. The image was taken in Mayuge District in Uganda.,FAKE,PesaCheck,Fact-Check,English,2025-12-03,false photo depict uda political rally mbeere north image taken mayuge district uganda,0.0
UG_FAKE_114,HOAX: This website promising free data to celebrate WhatsApp’s anniversary is a scam. The scam misleads users into believing they are being gifted 100GB of free data on WhatsApp’s 16th anniversary.,FAKE,PesaCheck,Fact-Check,English,2025-10-24,hoax website promising free data celebrate whatsapps anniversary scam scam misleads user believing gifted gb free data whatsapps th anniversary,0.0
UG_FAKE_115,FAKE: This opinion poll on Uganda’s 2026 presidential candidates is inauthentic. Research World International CEO Patrick Wakida dismissed the poll as fabricated.,FAKE,PesaCheck,Fact-Check,English,2025-10-14,fake opinion poll uganda presidential candidate inauthentic research world international ceo patrick wakida dismissed poll fabricated,0.0
UG_FAKE_116,FALSE: Tanzania’s opposition leader Tundu Lissu has not been acquitted of all charges. Lissu remains in custody after his treason case was adjourned indefinitely.,FAKE,PesaCheck,Fact-Check,English,2025-11-28,false tanzania opposition leader tundu lissu acquitted charge lissu remains custody treason case adjourned indefinitely,0.0
UG_FAKE_117,HOAX: Airtel Money is not running this purported anniversary offer. Airtel Uganda has disowned it.,FAKE,PesaCheck,Fact-Check,English,2025-10-28    ,hoax airtel money running purported anniversary offer airtel uganda disowned,0.0
UG_FAKE_118,"PARTLY FALSE: Video of Kenyatta meeting President Museveni to negotiate the release of Kenyan activists recently is outdated. The video has been online since April 2025, when Kenyatta paid President Museveni a courtesy call at State House, Entebbe.",FAKE,PesaCheck,Fact-Check,English,2025-12-10,partly false video kenyatta meeting president museveni negotiate release kenyan activist recently outdated video online since april kenyatta paid president museveni courtesy call state house entebbe,0.0
UG_FAKE_119,SATIRE: This video of Common Man’s Party president Munyagwa eating is fabricated. The video of the presidential candidate was created using AI.,FAKE,PesaCheck,Fact-Check,English,2025-12-10,satire video common man party president munyagwa eating fabricated video presidential candidate created using ai,0.0
UG_FAKE_120,FAKE: This TikTok account sharing pro-NRM content does not belong to Uganda Electoral Commission. The Uganda Electoral body told PesaCheck that the account is fake and not owned by the commission.,FAKE,PesaCheck,Fact-Check,English,2025-11-26,fake tiktok account sharing pronrm content belong uganda electoral commission uganda electoral body told pesacheck account fake owned commission,0.0
UG_FAKE_121,"FALSE: Uganda’s President Museveni is alive. The video is AI-generated, and Museveni has continued to appear in public after the death claims.",FAKE,PesaCheck,Fact-Check,English,2025-11-12,false uganda president museveni alive video aigenerated museveni continued appear public death claim,0.0
UG_FAKE_122,"ALTERED: This image of Kampala City Speaker Zahara Luyirika is doctored. In the original photo, Luyirika was displaying a picture of Bobi Wine, not President Museveni.",FAKE,PesaCheck,Fact-Check,English,2025-11-18,altered image kampala city speaker zahara luyirika doctored original photo luyirika displaying picture bobi wine president museveni,0.0
UG_FAKE_123,FALSE: The Ugandan police officer who assaulted a shop attendant was not released without charge. The police officer was charged with assault and remanded in prison.,FAKE,PesaCheck,Fact-Check,English,2025-11-05,false ugandan police officer assaulted shop attendant released without charge police officer charged assault remanded prison,0.0
UG_FAKE_124,ALTERED: This video of New York mayor-elect Zohran Mamdani pledging support for Bobi Wine is edited. The original video is of Mamdani speaking about the election in New York.,FAKE,PesaCheck,Fact-Check,English,2025-11-05,altered video new york mayorelect zohran mamdani pledging support bobi wine edited original video mamdani speaking election new york,0.0
UG_FAKE_125,HOAX: The Uganda Electoral Commission is not recruiting polling agents. The Commission has disowned the job advert.,FAKE,PesaCheck,Fact-Check,English,2025-10-24,hoax uganda electoral commission recruiting polling agent commission disowned job advert,0.0
UG_FAKE_126,"MISSING CONTEXT: This photo of Samia Suluhu Hassan’s swearing in as president is old. The photo was taken on 19 March 2021, when she was sworn in following the death of John Magufuli.",FAKE,PesaCheck,Fact-Check,English,2025-10-19,missing context photo samia suluhu hassans swearing president old photo taken march sworn following death john magufuli,0.0
UG_FAKE_127,FALSE: This video doesn’t show floating bags in downtown Kampala. The video is AI-generated.,FAKE,PesaCheck,Fact-Check,English,2025-10-14,false video doesnt show floating bag downtown kampala video aigenerated,0.0
UG_FAKE_128,HOAX: This Bidco Uganda anniversary promotion is fake. The company disowned the promo.,FAKE,PesaCheck,Fact-Check,English,2025-10-01,hoax bidco uganda anniversary promotion fake company disowned promo,0.0
UG_FAKE_129,FALSE: Former US President Barack Obama was not addressing the Tanzanian election in this video. Obama was delivering a speech at Mandela’s 100th birth anniversary on 17 July 2018.,FAKE,PesaCheck,Fact-Check,English,2025-09-15,false former u president barack obama addressing tanzanian election video obama delivering speech mandela th birth anniversary july,0.0
UG_FAKE_130,"ALTERED: This video claiming Tanzanian President Samia Suluhu Hassan is dead is doctored. President Samia is alive, and the original video, published by Citizen TV, was about activists commenting on Tanzania’s election.",FAKE,PesaCheck,Fact-Check,English,2025-09-10,altered video claiming tanzanian president samia suluhu hassan dead doctored president samia alive original video published citizen tv activist commenting tanzania election,0.0
UG_FAKE_131,"FALSE: This video does not show protesters occupying a Tanzanian airport in October 2025. The video, from 2021, shows youth breaking through an airport fence to see the plane carrying the late President John Magufuli in Dar es Salaam.",FAKE,PesaCheck,Fact-Check,English,2025-08-30,false video show protester occupying tanzanian airport october video show youth breaking airport fence see plane carrying late president john magufuli dar e salaam,0.0
UG_FAKE_132,FALSE: Kasambya County legislator David Kabanda is not dead. The member of parliament appeared in public after the death claims were shared online.,FAKE,PesaCheck,Fact-Check,English,2025-08-20,false kasambya county legislator david kabanda dead member parliament appeared public death claim shared online,0.0
UG_FAKE_133,"FALSE: Uganda’s opposition politician Kiiza Besigye was not seen leaving the country in October 2025. The video was posted in February 2024, and Besigye is currently in prison.",FAKE,PesaCheck,Fact-Check,English,2025-10-10,false uganda opposition politician kiiza besigye seen leaving country october video posted february besigye currently prison,0.0
UG_FAKE_134,FALSE: Speaker Anita Among is not in critical condition following an accident. The Speaker has been publicly campaigning and continues performing her official duties.,FAKE,PesaCheck,Fact-Check,English,2025-09-25,false speaker anita among critical condition following accident speaker publicly campaigning continues performing official duty,0.0
UG_FAKE_135,FAKE: This purported Buganda Kingdom letter commenting on Bobi Wine’s visit to ex-President Obote’s grave is fabricated. The Buganda Kingdom has dismissed the letter as fake.,FAKE,PesaCheck,Fact-Check,English,2025-09-15,fake purported buganda kingdom letter commenting bobi wine visit expresident obotes grave fabricated buganda kingdom dismissed letter fake,0.0
UG_FAKE_135,FALSE: This video is not of Teso elders crying to Speaker Anita Among. The video is of individuals mourning the death of Kenya’s former Prime Minister Raila Odinga.,FAKE,PesaCheck,Fact-Check,English,2025-09-05,false video teso elder cry speaker anita among video individual mourning death kenya former prime minister raila odinga,0.0
UG_FAKE_136,"FALSE: These photos do not show Bobi Wine arriving at State House. The images date back to 2017, when Bobi Wine was still the Kyadondo East MP, and were taken during one of his music shows.",FAKE,PesaCheck,Fact-Check,English,2025-08-30,false photo show bobi wine arriving state house image date back bobi wine still kyadondo east mp taken one music show,0.0
UG_FAKE_137,FAKE: This TikTok account offering loans does not belong to Ugandan businessman Ham Kiggundu. Ham Group of Companies has disowned the account.,FAKE,PesaCheck,Fact-Check,English,2025-08-20,fake tiktok account offering loan belong ugandan businessman ham kiggundu ham group company disowned account,0.0
UG_FAKE_138,FALSE: President Museveni has not paused his re-election campaign due to illness. Museveni continued campaigning after the claim surfaced online.,FAKE,PesaCheck,Fact-Check,English,2025-08-10,false president museveni paused reelection campaign due illness museveni continued campaigning claim surfaced online,0.0
UG_FAKE_139,FAKE: Daily Monitor did not publish this story on Ugandan activist Sarah Bireete. The publication disowned the alleged article.,FAKE,PesaCheck,Fact-Check,English,2025-07-30,fake daily monitor publish story ugandan activist sarah bireete publication disowned alleged article,0.0
UG_FAKE_140,FAKE: New Vision did not publish this article about a study on men in Mbale. The publication flagged it as fake.,FAKE,PesaCheck,Fact-Check,English,2025-10-19,fake new vision publish article study men mbale publication flagged fake,0.0
UG_FAKE_141,"FALSE: Allan Ssewanyana did not receive the NUP ticket for Makindye West MP. The party awarded the Makindye West ticket to Zahara Maala Luyilika, not Allan Ssewanyana.",FAKE,PesaCheck,Fact-Check,English,2025-12-12,false allan ssewanyana receive nup ticket makindye west mp party awarded makindye west ticket zahara maala luyilika allan ssewanyana,0.0
UG_FAKE_142,FALSE: Uganda’s Education Minister Janet Museveni has not ordered schools to end their third term on 25 November 2025. The ministry has confirmed that the information is untrue.,FAKE,PesaCheck,Fact-Check,English,2025-11-20,false uganda education minister janet museveni ordered school end third term november ministry confirmed information untrue,0.0
UG_FAKE_143,FAKE: This campaign poster claiming businessman Ham Kiggundu is vying for Kampala Lord Mayor is fabricated. The NRM flagbearer for the position is Moses Nsubuga.,FAKE,PesaCheck,Fact-Check,English,2025-11-15,fake campaign poster claiming businessman ham kiggundu vying kampala lord mayor fabricated nrm flagbearer position moses nsubuga,0.0
UG_FAKE_144,ALTERED: This purported NTV report on a new investment project by President Museveni is doctored. The video was manipulated using AI.,FAKE,PesaCheck,Fact-Check,English,2025-11-01,altered purported ntv report new investment project president museveni doctored video manipulated using ai,0.0
UG_FAKE_145,FALSE: Uganda has not recorded an outbreak of Ebola in October 2025. The video was recorded in 2022 and not 2025 as claimed.,FAKE,PesaCheck,Fact-Check,English,2025-10-28,false uganda recorded outbreak ebola october video recorded claimed,0.0
UG_FAKE_146,ALTERED: This purported New Vision story about presidential candidate Bobi Wine is fabricated. The newspaper page was edited by replacing a death announcement of a senior police officer with the fake article.,FAKE,PesaCheck,Fact-Check,English,2025-10-24,altered purported new vision story presidential candidate bobi wine fabricated newspaper page edited replacing death announcement senior police officer fake article,0.0
UG_FAKE_147,HOAX: This Centenary Bank Independence Day promotion is fake. The Ugandan bank has disowned the purported offer.,FAKE,PesaCheck,Fact-Check,English,2025-10-01,hoax centenary bank independence day promotion fake ugandan bank disowned purported offer,0.0
UG_FAKE_148,FALSE: This video is not of Ugandan journalist arrested for questioning President Museveni on healthcare issues. The video is of a murder suspect and not the journalist as alleged.,FAKE,PesaCheck,Fact-Check,English,2025-10-01,false video ugandan journalist arrested questioning president museveni healthcare issue video murder suspect journalist alleged,0.0
UG_FAKE_149,"HOAX: This purported National Unity Platform data offer to supporters is fake. The party leadership disowned the promotion, terming it a scam.",FAKE,PesaCheck,Fact-Check,English,2025-10-07,hoax purported national unity platform data offer supporter fake party leadership disowned promotion terming scam,0.0
UG_FAKE_150,FALSE HEADLINE: The UN has not issued a directive banning President Museveni from running for president. The United Nations (UN) Charter does not specify how elections should be conducted within individual countries.,FAKE,PesaCheck,Fact-Check,English,2025-09-07,false headline un issued directive banning president museveni running president united nation un charter specify election conducted within individual country,0.0
UG_FAKE_151,FALSE HEADLINE: This video doesn’t show Rebecca Kadaga declaring support for Bobi Wine. The video shows Kadaga’s homecoming event in Jinja.,FAKE,PesaCheck,Fact-Check,English,2025-09-07,false headline video doesnt show rebecca kadaga declaring support bobi wine video show kadagas homecoming event jinja,0.0
UG_FAKE_152,"HOAX: This purported National Unity Platform data offer to supporters is fake. The party leadership disowned the promotion, terming it a scam.",FAKE,PesaCheck,Fact-Check,English,2025-10-07,hoax purported national unity platform data offer supporter fake party leadership disowned promotion terming scam,0.0
UG_FAKE_153,FALSE HEADLINE: The UN has not issued a directive banning President Museveni from running for president. The United Nations (UN) Charter does not specify how elections should be conducted within individual countries.,FAKE,PesaCheck,Fact-Check,English,2025-09-07,false headline un issued directive banning president museveni running president united nation un charter specify election conducted within individual country,0.0
UG_FAKE_154,FALSE HEADLINE: This video doesn’t show Rebecca Kadaga declaring support for Bobi Wine. The video shows Kadaga’s homecoming event in Jinja.,FAKE,PesaCheck,Fact-Check,English,2025-09-07,false headline video doesnt show rebecca kadaga declaring support bobi wine video show kadagas homecoming event jinja,0.0
UG_FAKE_155,ALTERED: This video showing UBC TV anchor Kazimoto promoting a money-making app is doctored. The video was digitally manipulated using AI.,FAKE,PesaCheck,Fact-Check,English,2025-08-20,altered video showing ubc tv anchor kazimoto promoting moneymaking app doctored video digitally manipulated using ai,0.0
UG_FAKE_156,"FAKE: This photo of Joseph Kony’s national ID card is fabricated. Uganda’s National Identification and Registration Authority (NIRA) has disowned the ID card, terming it inauthentic.",FAKE,PesaCheck,Fact-Check,English,2025-08-10,fake photo joseph konys national id card fabricated uganda national identification registration authority nira disowned id card terming inauthentic,0.0
UG_FAKE_157,FAKE: This image of Uganda’s opposition politician Joel Ssenyonyi wearing a T-shirt branded ‘Vote M7’ is fabricated. The image is AI-generated.,FAKE,PesaCheck,Fact-Check,English,2025-07-30,fake image uganda opposition politician joel ssenyonyi wearing tshirt branded vote fabricated image aigenerated,0.0
UG_FAKE_158,FAKE: This photo of NUP mobiliser Sauda Madada in an NRM T-shirt is fabricated. Several AI-detection tools show that the image was generated using AI.,FAKE,PesaCheck,Fact-Check,English,2025-07-25,fake photo nup mobiliser sauda madada nrm tshirt fabricated several aidetection tool show image generated using ai,0.0
UG_FAKE_159,ALTERED: This video of President Museveni saying he won’t vie for presidency again after 2026 is manipulated. The original video is of Museveni addressing the Egypt–Uganda Business Forum in Cairo in August 2025.,FAKE,PesaCheck,Fact-Check,English,2025-07-15,altered video president museveni saying wont vie presidency manipulated original video museveni addressing egyptuganda business forum cairo august,0.0
UG_FAKE_160,FAKE: This campaign poster portraying Ugandan pastor Wilson Bugembe as NRM’s Nansana Municipality flagbearer is fabricated. The NRM flagbearer for Nansana Municipality is Idi Buggaga Matovu.,FAKE,PesaCheck,Fact-Check,English,2025-07-10,fake campaign poster portraying ugandan pastor wilson bugembe nrms nansana municipality flagbearer fabricated nrm flagbearer nansana municipality idi buggaga matovu,0.0
UG_FAKE_161,FALSE: Erias Lukwago and Ssemujju Nganda have not defected from PFF to NUP. The claim in the video misrepresents the information shared during the PFF press conference to promote pro-NUP sentiments.,FAKE,PesaCheck,Fact-Check,English,2025-06-30,false erias lukwago ssemujju nganda defected pff nup claim video misrepresents information shared pff press conference promote pronup sentiment,0.0
UG_FAKE_162,ALTERED: This video of Ugandan President Museveni endorsing rival Bobi Wine is doctored. The original video is of Museveni speaking about Uganda-Egypt relations.,FAKE,PesaCheck,Fact-Check,English,2025-06-20,altered video ugandan president museveni endorsing rival bobi wine doctored original video museveni speaking ugandaegypt relation,0.0
UG_FAKE_163,"PARTLY FALSE: This photo is not of Ugandan politician Bobi Wine meeting UK’s Deputy Prime Minister. The individual in the photo isn’t UK’s deputy premier, David Lammy.",FAKE,PesaCheck,Fact-Check,English,2025-09-15,partly false photo ugandan politician bobi wine meeting uk deputy prime minister individual photo isnt uk deputy premier david lammy,0.0
UG_FAKE_164,"FALSE: ICC has not issued an arrest warrant for President Museveni and his son, Muhoozi. ICC told PesaCheck in an email that no such arrest warrants have been issued.",FAKE,PesaCheck,Fact-Check,English,2025-06-10,false icc issued arrest warrant president museveni son muhoozi icc told pesacheck email arrest warrant issued,0.0
UG_FAKE_165,ALTERED: This photo of UPDF spokesperson in an NUP-branded uniform is doctored. Error Level Analysis conducted on the photo shows that the image was manipulated and digitally altered to add the badges.,FAKE,PesaCheck,Fact-Check,English,2025-05-30,altered photo updf spokesperson nupbranded uniform doctored error level analysis conducted photo show image manipulated digitally altered add badge,0.0
UG_FAKE_166,"FALSE: WhatsApp has not released a feature that notifies users when chats are recorded or screenshots are taken. Meta, WhatsApp’s parent company, refuted the claim.",FAKE,PesaCheck,Fact-Check,English,2025-05-20,false whatsapp released feature notifies user chat recorded screenshots taken meta whatsapps parent company refuted claim,0.0
UG_FAKE_167,"FALSE: This post claiming 15 people died in an accident on Seeta-Jinja Kampala Highway is misleading. The claim is misleading, and the images used are not of recent events.",FAKE,PesaCheck,Fact-Check,English,2025-09-10,false post claiming people died accident seetajinja kampala highway misleading claim misleading image used recent event,0.0
UG_FAKE_168,FALSE: This notice from the Ministry of Agriculture promising grants is fake. MAAIF and Minister Frank Tumwebaze have dismissed the notice as false and urged the public to ignore it.,FAKE,PesaCheck,Fact-Check,English,2025-10-09,false notice ministry agriculture promising grant fake maaif minister frank tumwebaze dismissed notice false urged public ignore,0.0
UG_FAKE_169,FAKE: This post about NRM CEC elections attributed to Rebecca Kadaga is from a parody account. The claim was posted by a parody account impersonating the former Speaker of Parliament and has since been deleted.,FAKE,PesaCheck,Fact-Check,English,2025-11-15,fake post nrm cec election attributed rebecca kadaga parody account claim posted parody account impersonating former speaker parliament since deleted,0.0
UG_FAKE_170,FALSE: Ugandan politician Rebecca Kadaga did not win NRM vice chairperson seat. The NRM Electoral Commission declared Anita Among the winner.,FAKE,PesaCheck,Fact-Check,English,2025-11-15,false ugandan politician rebecca kadaga win nrm vice chairperson seat nrm electoral commission declared anita among winner,0.0
UG_FAKE_171,FAKE: This Facebook post on NUP presidency is not by Bobi Wine. The politician disowned the post.,FAKE,PesaCheck,Fact-Check,English,2025-12-01,fake facebook post nup presidency bobi wine politician disowned post,0.0
UG_FAKE_172,FALSE: President Trump did not sign an order requiring a US passport to purchase food and medicine. The US embassy in Uganda said there is no such directive.,FAKE,PesaCheck,Fact-Check,English,2025-12-10,false president trump sign order requiring u passport purchase food medicine u embassy uganda said directive,0.0
UG_FAKE_173,FALSE: Uganda’s former Speaker Rebecca Kadaga has not agreed to join the opposition. The video does not show Kadaga accepting Bobi Wine’s request to join the opposition.,FAKE,PesaCheck,Fact-Check,English,2025-12-15,false uganda former speaker rebecca kadaga agreed join opposition video show kadaga accepting bobi wine request join opposition,0.0
UG_FAKE_174,FALSE: Former Speaker Kadaga was not chased out of the NRM NEC meeting. A review of the full coverage of the meeting shows no evidence of such an incident.,FAKE,PesaCheck,Fact-Check,English,2025-08-18,false former speaker kadaga chased nrm nec meeting review full coverage meeting show evidence incident,0.0
UG_FAKE_175,FAKE: Uganda’s Inspectorate of Government did not author this letter interdicting National Youth Council members. The Inspectorate has disowned the letter.,FAKE,PesaCheck,Fact-Check,English,2025-08-25,fake uganda inspectorate government author letter interdicting national youth council member inspectorate disowned letter,0.0
