id,text,label,source,platform_type,language,date_collected,text_length
UG_TRUE_492,Omuliro gukutte ekizimbe ky’essomero lya Kakira High School mu Jinja – ebibiina 3 bisanyeewo,True,CBS FM,traditional_media,Luganda,2/19/2026,14
UG_TRUE_493,Gen.Mugisha Muntu aweereddwa ya Kaadi ya ANT – avuganye ku bwa president bwa Uganda 2026 – 2031,True,CBS FM,traditional_media,Luganda,2/19/2026,17
UG_TRUE_494,Abantu 2 basangiddwa bafiiridde mu nnyumba e Kamuli Busoga,True,CBS FM,traditional_media,Luganda,2/19/2026,9
UG_TRUE_495,Police Entebbe ekutte omusajja alumbye mukaziwe eyamunobako namwokera ebintu bye,True,CBS FM,traditional_media,Luganda,2/19/2026,10
UG_TRUE_496,Omusumba w’abalokole e Kassanda afumitiddwa ekiso ekimusse – amufumise ateeberezebwa okubeera n’ekikyamu ku bwongo,True,CBS FM,traditional_media,Luganda,2/19/2026,14
UG_TRUE_497,Police etaddewo obukadde bwa shs 50 – buweebwe omuntu anaagituusa ku musajja eyatemula abafumbo ba Mutaaga Entebbe,True,CBS FM,traditional_media,Luganda,2/19/2026,17
UG_TRUE_498,NRM etandise okuwuliriza okwemulugunya kw’abatakkaanya na byava mu kamyufu k’ekibiina,True,CBS FM,traditional_media,Luganda,2/19/2026,10
UG_TRUE_499,Electoral Commission of Uganda efulumizza enteekateeka empya ey’okuwandiisa abanaavuganya mu kalulu ka 2026,True,CBS FM,traditional_media,Luganda,2/19/2026,13
UG_TRUE_500,President Museveni alonze John Musiime okukulembera akakiiko akataawulula enkaayana mu NRM,True,CBS FM,traditional_media,Luganda,2/19/2026,11
UG_TRUE_501,Emmotoka ya Minister  Balaam Barugahare Ateenyi  esaabadde omugoba wa bodaboda e Kagadi naafiirawo,True,CBS FM,traditional_media,Luganda,2/19/2026,13
UG_TRUE_502,Prof.Livingstone Luboobi eyali  Vice Chancellor wa Makerere University kitalo -1944 -2025,True,CBS FM,traditional_media,Luganda,2/19/2026,11
UG_TRUE_503,Parliament etandise okunoonyereza ku mutemwa gw’ensimbi omutuufu Obwakabaka bwa Buganda bwegubanja Government ya Uganda,True,CBS FM,traditional_media,Luganda,2/19/2026,14
UG_TRUE_504,Eyali omubaka Mubaraka Munyagwa atongozza Common Man’s party – akakiiko k’ebyokulonda tekanakiwandiisa,True,CBS FM,traditional_media,Luganda,2/19/2026,12
UG_TRUE_505,Omulamuzi Prof.George Wilson Kanyeihamba afudde:1939 – 2025,True,CBS FM,traditional_media,Luganda,2/19/2026,7
UG_TRUE_506,Police ekubye omukka ogubalagala mu bawagizi ba NRM e Namutumba – pikipiki z’abawagizi zookeddwa,True,CBS FM,traditional_media,Luganda,2/19/2026,14
UG_TRUE_507,Omuwaabi w’emisango gya government ya Uganda omulala ateeberezebwa okuba ng’attiddwa,True,CBS FM,traditional_media,Luganda,2/19/2026,10
UG_TRUE_508,Obukadde bwa shs 700 bwebwakasoondebwa mu wiiki 2 ku kijaguzo eky’emyaka 100 egya lutikko y’e Lubaga,True,CBS FM,traditional_media,Luganda,2/19/2026,16
UG_TRUE_509,Ba kansala ba KCCA abaddukira mu mawanga amalala okukuba ekyeeyo bafiiriza ekibuga – Minister ayagala etteeka likyusibwe,True,CBS FM,traditional_media,Luganda,2/19/2026,17
UG_TRUE_510,Pr.Dr. Maka Moses Ndimukika abadde Ssaabalabirizi w’ekanisa y’abadvent mu Uganda –  kati yaakulira obuvanjuba námasekkati ga Africa,True,CBS FM,traditional_media,Luganda,2/19/2026,17
UG_TRUE_511,NUP etongozza kakuyege w’okunoonya akalulu ka 2026 – batandise na kusoonda nsimbi obuwumbi 9 obwetaagibwa,True,CBS FM,traditional_media,Luganda,2/19/2026,15
UG_TRUE_512,President Museveni aleese ensonga 6 – zaagenda okutaambulizizaako ekisanja ekiddako ng’alondeddwa mu 2026,True,CBS FM,traditional_media,Luganda,2/19/2026,13
UG_TRUE_513,Kyambogo Univerity eyimirizza abayizi 25 ku misomo – ate abadde abakulira agobeddwa obutadda ku University lwa kwekalakaasa,True,CBS FM,traditional_media,Luganda,2/19/2026,17
UG_TRUE_514,Ssaabasajja Kabaka akomyewo okuva e Germany gy’abadde yagenda okwongera okujjanjabwa,True,CBS FM,traditional_media,Luganda,2/19/2026,10
UG_TRUE_515,Abavubi 2 bagudde mu nnyanja Nnalubaale e Mayuge nebafiiramu,True,CBS FM,traditional_media,Luganda,2/19/2026,9
UG_TRUE_516,Ennyonyi y’eggye lya UPDF egudde mu Somalia – abantu 5 bafudde,True,CBS FM,traditional_media,Luganda,2/19/2026,11
UG_TRUE_517,PFF ne ANT bikoze omukago – byetegekera kalulu ka 2026,True,CBS FM,traditional_media,Luganda,2/19/2026,10
UG_TRUE_518,Emmundu 2 n’ente 100 zinunuddwa e Kalamoja,True,CBS FM,traditional_media,Luganda,2/19/2026,7
UG_TRUE_519,Police yakakwata 30 ku by’okukuba abantu mu Kampala – president Museveni bweyali ava okuggyayo empapula mu kakiiko ka NRM ak’ebyokulonda 2025,True,CBS FM,traditional_media,Luganda,2/19/2026,21
UG_TRUE_520,Jimmy Ssekabiito abadde munnamawulire wa CBS aziikiddwa – bamwogeddeko ng’omukozi abadde omwesimbu mu nkola y’emirimugye,True,CBS FM,traditional_media,Luganda,2/19/2026,15
UG_TRUE_521,Ssentebe wa district ye Mpigi Ssejjemba Martin akwatiddwa akakiiko ka State House Anti Corruption Unit,True,CBS FM,traditional_media,Luganda,2/19/2026,15
UG_TRUE_522,Police ekkiriza ab’oLuganda lwa Jimmy Ssekabiito okutwala omulambo gwe mu ddwaliro a Mulago gwongere okwekebeggyebwa,True,CBS FM,traditional_media,Luganda,2/19/2026,15
UG_TRUE_523,Omubaka Ssekikubo asimattuse amasasi e Ssembabule – omuwagizi we attiddwa,True,CBS FM,traditional_media,Luganda,2/19/2026,10
UG_TRUE_524,Ali Hasahya omu ku babaka ba parliament ya Uganda eyasooka mu 1962 – Afudde!,True,CBS FM,traditional_media,Luganda,2/19/2026,14
UG_TRUE_525,Abayizi bannauganda abasomera e Iran bakomezeddwawo ku butaka – ebikompola ebiva e Israel ne America bikyesooza,True,CBS FM,traditional_media,Luganda,2/19/2026,16
UG_TRUE_526,"Abateeberezebwa okuba abatujju 3 bebaakattibwa mu Kampala mu mwezi gumu ogwa June,2025",True,CBS FM,traditional_media,Luganda,2/19/2026,12
UG_TRUE_527,"Akakiiko k’ebyokulonda kalaze nti okulonda okuwedde okw’abavubuka,abakadde n’abaliko obulemu kwatambudde bulungi n’ebitundu 99%",True,CBS FM,traditional_media,Luganda,2/19/2026,13
UG_TRUE_528,Eyaliko Supreme Mufti Sheik Suliman Ndirangwa afudde,True,CBS FM,traditional_media,Luganda,2/19/2026,7
UG_TRUE_529,Ssaabasumba Paul Ssemogerere atongozza ebijaguzo eby’emyaka 100 egya eklezia Lutikko eye Lubaga,True,CBS FM,traditional_media,Luganda,2/19/2026,12
UG_TRUE_530,Government ya Uganda esazeewo okuyita mu mawanga ag’omuliraano ne Iran ne Israel – okununula bannauganda abakoseddwa olutalo oluli mu mawanga ago,True,CBS FM,traditional_media,Luganda,2/19/2026,21
UG_TRUE_531,Omukuumi akubye bakozi banne amasasi 2 naabatta e Mbuya –  naye attiddwa,True,CBS FM,traditional_media,Luganda,2/19/2026,12
UG_TRUE_532,Ekisulo ky’abayizi kikutte omuliro nekisaanawo ku Kisozi Seed Secondary School e Gomba,True,CBS FM,traditional_media,Luganda,2/19/2026,12
UG_TRUE_533,Omuliro gusaanyizzaawo ekisulo ky’abayizi ku Butende Vocational Training Institute e Masaka,True,CBS FM,traditional_media,Luganda,2/19/2026,11
UG_TRUE_534,Nixon Agasirwe asindikiddwa ku alimanda ku misango gy’okutemula eyali omuwaabi w’emisango gya government omugenzi Joan Kagezi,True,CBS FM,traditional_media,Luganda,2/19/2026,16
UG_TRUE_535,Maama n’abaana be 2 bafiiridde mu kabenje ka bodaboda e Iganga,True,CBS FM,traditional_media,Luganda,2/19/2026,11
UG_TRUE_536,Okulonda obukiiko bw’abakadde ku byalo kwa ggwanga lyonna,True,CBS FM,traditional_media,Luganda,2/19/2026,8
UG_TRUE_537,Emmotoka ya Sinotruck eyiingiridde emmotoka eziwerekera omumyuka wa sipiika wa Parliament Thomas Tayebwa – abantu 6 balumiziddwa,True,CBS FM,traditional_media,Luganda,2/19/2026,17
UG_TRUE_538,Amasannyalaze gakubye 5 e Kansanga – omu afiiriddewo,True,CBS FM,traditional_media,Luganda,2/19/2026,8
UG_TRUE_539,"Okusoma embalirira ya Uganda 2025/2026 – ebyenjigiriza, eby’obulamu n’ekikula ky’abantu byebisiinze omutemwa omunene",True,CBS FM,traditional_media,Luganda,2/19/2026,13
UG_TRUE_540,Ssentebe wa district Kamuli Maxwell Kuwembula afiiridde mu kabenje e Nakifuma,True,CBS FM,traditional_media,Luganda,2/19/2026,11
UG_TRUE_541,Okusoma embalirira y’eggwanga 2025 /2026 – Police esazeewo okuggala enguudo ezimu e Kololo,True,CBS FM,traditional_media,Luganda,2/19/2026,13
UG_TRUE_542,Okulonda olukiiko olufuzi olwa NUP – abantu 22 bebasunsuddwa okuvuganya,True,CBS FM,traditional_media,Luganda,2/19/2026,10
UG_TRUE_543,President Museveni ne mukyalawe bazizza buggya endagamuntu zaabwe,True,CBS FM,traditional_media,Luganda,2/19/2026,8
UG_TRUE_544,President Museveni yekokkodde ekibba ttaka mu ggwanga – government ereeta etteeka eppya ku ttaka,True,CBS FM,traditional_media,Luganda,2/19/2026,14
UG_TRUE_545,Okukuza olunaku lw’abazira ba Uganda olwa 2025 – emikolo giri Lyantonde,True,CBS FM,traditional_media,Luganda,2/19/2026,11
UG_TRUE_546,Mufti Mubajje alabudde ku kampuni  ezitwala abantu okukola Hijja – ezimu zaayiga obulyake,True,CBS FM,traditional_media,Luganda,2/19/2026,13
UG_TRUE_547,Parliament ekakasizza ababaka 8 abaasaze eddiiro okuva mu bibiina ebyenjawulo,True,CBS FM,traditional_media,Luganda,2/19/2026,10
UG_TRUE_548,People’s Front for Freedom etongozeddwa ng’ekibiina ekijjuvu,True,CBS FM,traditional_media,Luganda,2/19/2026,7
UG_TRUE_549,President Museveni ayogedde eri eggwanga – agambye nti buli munnauganda alina okwerwanako aganyulwe mu nkulaakulana eriwo,True,CBS FM,traditional_media,Luganda,2/19/2026,16
UG_TRUE_550,Police ekyaggalidde abantu 176 – abagambibwa okuzza emisango ku lunaku lw’abajulizi e Namugongo,True,CBS FM,traditional_media,Luganda,2/19/2026,13
UG_TRUE_551,Police ye Gomba ekubye omukka ogubalagala n’amasasi mu bbanga – ng’egumbulula abantu ababadde bagala okutta omusajja ateeberezebwa okutta mugandawe,True,CBS FM,traditional_media,Luganda,2/19/2026,19
UG_TRUE_552,UPDF efulumizza ebikwata ku bagambibwa okuba abatujju abateze bbomu e Munyonyo,True,CBS FM,traditional_media,Luganda,2/19/2026,11
UG_TRUE_553,"Okukuza olunaku lw’abajulizi e Namugongo e Bulooli 2025 – “Ayi Mukama mpa okulaba nate, Nze omulamazi ow’essuubi”",True,CBS FM,traditional_media,Luganda,2/19/2026,17
UG_TRUE_554,Eteeberezebwa okuba bbomu etulikidde e Munyonyo – ab’ebyokwerinda batandise okunoonyereza,True,CBS FM,traditional_media,Luganda,2/19/2026,10
UG_TRUE_555,Abasirikale ba UPDF 13 bakwatiddwa –  mu bulumbaganyi obukoleddwa ku police ye Wakiso,True,CBS FM,traditional_media,Luganda,2/19/2026,13
UG_TRUE_556,Dp erangiridde ebivudde mu kalulu – Nobert Mao azzeemu okulangirirwa ku bwa president ku kisanja ekyokuna,True,CBS FM,traditional_media,Luganda,2/19/2026,16
UG_TRUE_557,NRM etandise okusunsula abagala okuvuganya ku bwa MP ne LC5 ku kaadi y’ekibiina kyabwe,True,CBS FM,traditional_media,Luganda,2/19/2026,14
UG_TRUE_558,Okulonda abakulembeze ba DP abaggyamu kiro kuyiise – mubTtabamiruka agenda mu maaso e Mbarara,True,CBS FM,traditional_media,Luganda,2/19/2026,14
UG_TRUE_559,UNHCR ekitongole ekikola ku nsonga z’abanoonyi b’obubudamu kisazeewo okusala ku bakozi bakyo  mu Uganda – ensimbi ezibasasula tezirabika,True,CBS FM,traditional_media,Luganda,2/19/2026,18
UG_TRUE_560,Police efulumizza enteekateeka y’okukuuma emirembe okwetegekera olunaku lw’abajulizi e Namugongo,True,CBS FM,traditional_media,Luganda,2/19/2026,10
UG_TRUE_561,DP etuuzizza Ttabamiruka waayo ow’omulundi ogwe 12 e Mbarara – ba memba abatali balonzi balabuddwa,True,CBS FM,traditional_media,Luganda,2/19/2026,15
UG_TRUE_562,Police etandise okunoonyereza ku kigambibwa okuba bbomu ekubye amaka g’omutuuze e Kirinnya Bweyogerere – abantu 6 bafiiriddemu,True,CBS FM,traditional_media,Luganda,2/19/2026,17
UG_TRUE_563,Enguudo 3 ezigenda okukubwako kkolaasi mu district ye Mpigi  zitongozeddwa – zakuwemmenta obuwumbi bwa shs 172,True,CBS FM,traditional_media,Luganda,2/19/2026,16
UG_TRUE_564,Emmotoka etomedde abaana nga bava ku ssomero e Namungoona – omu afiiriddewo,True,CBS FM,traditional_media,Luganda,2/19/2026,12
UG_TRUE_565,Omuliro gusaanyizzaawo ekisulo ky’abayizi ku ssomero lya Shida Aisha orphanage Centre e Iganga,True,CBS FM,traditional_media,Luganda,2/19/2026,13
UG_TRUE_566,Mathias Mpuuga atongozza ekibiina ekiggya ki Democratic Front – akabonero muti,True,CBS FM,traditional_media,Luganda,2/19/2026,11
UG_TRUE_567,Kooti esazizzaamu okulondebwa kwa munna NUP Luyimbaazi Nalukoola ku kifo ky’omubaka wa Kawempe North,True,CBS FM,traditional_media,Luganda,2/19/2026,14
UG_TRUE_568,Eηηuumi n’ensambaggere bimyoose mu kooti e Nakawa – Dr.Kiiza Besigye ne Obed Kamulegeya bakomezeddwawo mu kooti,True,CBS FM,traditional_media,Luganda,2/19/2026,16
UG_TRUE_569,UPC esunsudde babiri abagenda okuvuganya ku bwa president,True,CBS FM,traditional_media,Luganda,2/19/2026,8
UG_TRUE_570,Omuzigu akubye babiri amasasi agabattiddewo e Namayumba,True,CBS FM,traditional_media,Luganda,2/19/2026,7
UG_TRUE_571,Ababaka ba parliament 7 besozze NUP  nga wabulayo mbale okutuuka ku kalulu ka 2026,True,CBS FM,traditional_media,Luganda,2/19/2026,14
UG_TRUE_572,Enkalu zeyongedde mu musango oguvunaanibwa Dr.Kiiza Besigye ne Obed Kamulegeya – baziddwayo ku alimanda,True,CBS FM,traditional_media,Luganda,2/19/2026,14
UG_TRUE_573,Ababaka b’oludda oluvuganya government baddukidde mu kooti – bawakanya etteeka ly’amagye eryanjuddwa mu parliament,True,CBS FM,traditional_media,Luganda,2/19/2026,14
UG_TRUE_574,Ab’emmundu banyaguludde mobile money e Kasenge,True,CBS FM,traditional_media,Luganda,2/19/2026,6
UG_TRUE_575,Police etaddewo pikipiki ezigenda okuwerekera abalamazi abagenda e Namugongo,True,CBS FM,traditional_media,Luganda,2/19/2026,9
UG_TRUE_576,PFF etabukidde ab’oludda oluvuganya government,True,CBS FM,traditional_media,Luganda,2/19/2026,5
UG_TRUE_577,People’s Front for Freedom (PFF) ekubiddwa mu kyapa ky’eggwanga,True,CBS FM,traditional_media,Luganda,2/19/2026,9
UG_TRUE_578,Parliament ya Uganda eyisizza embalirira y’omwaka 2025/2026 – ya shs trillion  72.375,True,CBS FM,traditional_media,Luganda,2/19/2026,12
UG_TRUE_579,Obukiiko bwa parliament butandise okwekenneenya ennoongosereza ku ttaaka erifuga amagye – ensonga ya kkooti y’amagye etabudde abakaka,True,CBS FM,traditional_media,Luganda,2/19/2026,17
UG_TRUE_580,Police e Naggalama esse abantu 2 abagambibwa okubeera ababbi b’ente,True,CBS FM,traditional_media,Luganda,2/19/2026,10
UG_TRUE_581,Abakuumi balwanidde sente shs 13000 e Kabowa – omu asse munne,True,CBS FM,traditional_media,Luganda,2/19/2026,11
UG_TRUE_582,Abaana 2 bafiiridde mu nkuba e Nakaseke,True,CBS FM,traditional_media,Luganda,2/19/2026,7
UG_TRUE_583,Msgr.Experito Magembe aziikiddwa e Kisubi mu Wakiso,True,CBS FM,traditional_media,Luganda,2/19/2026,7
UG_TRUE_584,Abaana 2 bafiiridde mu kidiba mwebabadde bawugira e Kitende,True,CBS FM,traditional_media,Luganda,2/19/2026,9
UG_TRUE_585,Kitalo ! – Monsignor Expedito Magembe owa Bukalango prayer Centre afudde,True,CBS FM,traditional_media,Luganda,2/19/2026,11
UG_TRUE_586,Kaliddinaali Robert Francis Prevost – alondeddwa nga Paapa Leo XIV,True,CBS FM,traditional_media,Luganda,2/19/2026,10
UG_TRUE_587,Amasasi n’omukka ogubalagala bimyoose mu kuddamu okulonda kw’abakulembeze ba NRM e Iganga,True,CBS FM,traditional_media,Luganda,2/19/2026,12
UG_TRUE_588,Omukka omuddugavu guzzeemu okufuluma e Vatican –  ba kaliddinaali 133 tebanalondako Paapa,True,CBS FM,traditional_media,Luganda,2/19/2026,12
UG_TRUE_589,Abeetissi b’ebikajjo basatu bafiiridde mu kabenje akagudde e Jinja,True,CBS FM,traditional_media,Luganda,2/19/2026,9
UG_TRUE_590,Omukka omuddugavu gwegufulumye ku lunaku olusoose olw’okulonda Paapa owa 267,True,CBS FM,traditional_media,Luganda,2/19/2026,10
UG_TRUE_591,Police e Mayuge ekutte abantu 6 abateeberezebwa okutta munnabwe – olw’enkaayana ezaavudde mu kulonda kwa NRM ku byalo,True,CBS FM,traditional_media,Luganda,2/19/2026,18
UG_TRUE_592,Rajiv Ruparelia aziikiddwa mu mpisa y’Abahindu – bamwogeddeko ng’omuvubuka abadde oweenjawulo,True,CBS FM,traditional_media,Luganda,2/19/2026,11
UG_TRUE_593,Okulonda abakulembeze ba NRM ku byalo kukomekkerezeddwa okwetoloola Uganda – Vice president Jesca Alupo yoomu ku balondeddwa,True,CBS FM,traditional_media,Luganda,2/19/2026,17
UG_TRUE_594,Government etongozza enguudo 2 ezitandise okukolebwa mu District ye Wakiso,True,CBS FM,traditional_media,Luganda,2/19/2026,10
UG_TRUE_595,Eddie Mutwe agguddwako emisango 6 – kuliko ogw’okubba essweta n’okukuba bannamawulire,True,CBS FM,traditional_media,Luganda,2/19/2026,11
UG_TRUE_596,Abantu 3 bafiiridde mu kabenje akagudde ku luguudo lw’e Mityana – emmotoka zitomereganidde e Bujuuko,True,CBS FM,traditional_media,Luganda,2/19/2026,15
UG_TRUE_597,Okukungubagira Rajiv Ruparelia afiiridde mu kabenje ku luguudo lwa Kampala Express,True,CBS FM,traditional_media,Luganda,2/19/2026,11
UG_TRUE_598,Bannamawulire 635 bebatulugunyiziddwa mu bbanga ery’emyaka 5 egiyise – HRNJ report,True,CBS FM,traditional_media,Luganda,2/19/2026,11
UG_TRUE_599,Alipoota ku nnongoosereza ezetaaga okukolebwa mu by’enjigiriza by’eggwanga – eweereddwa President Museveni asalewo ekiddako,True,CBS FM,traditional_media,Luganda,2/19/2026,14
UG_TRUE_600,DP eyongezaayo okuwandiisa abagala okuvuganya ku bifo by’obukulembeze – abantu 207 bebaakewandiisa,True,CBS FM,traditional_media,Luganda,2/19/2026,12
UG_TRUE_601,Abantu 3 bateeberezebwa okuba nga bafiiridde mu kabenje akagudde e Kawempe – mmotoka eyingiridde ekizimbe,True,CBS FM,traditional_media,Luganda,2/19/2026,15
UG_TRUE_602,Paapa Francis aziikiddwa – ekiraamo kye kigobereddwa,True,CBS FM,traditional_media,Luganda,2/19/2026,7
UG_TRUE_603,Eklezia Katulika mu Uganda etegese Ekitambiro ky’emmisa ekyenjawulo okukungubagira Paapa Francis,True,CBS FM,traditional_media,Luganda,2/19/2026,11
UG_TRUE_604,Kooti eyimirizza eky’okuggya ekkanisa ya St.Peter’s mu Ndeeba  ku ttaka kweyamenyebwa,True,CBS FM,traditional_media,Luganda,2/19/2026,11
UG_TRUE_605,Ssaabasajja Kabaka asaasidde eklezia olw’okufa kwa Paapa Francis,True,CBS FM,traditional_media,Luganda,2/19/2026,8
UG_TRUE_606,"Abantu ba bulijjo emitwalo 50,000 bebaakakuba eriiso evvanyuma ku mubiri gwa Paapa Francis",True,CBS FM,traditional_media,Luganda,2/19/2026,13
UG_TRUE_607,NRM etandise okuwandiisa abeegwanyiza okugikwatira bendera ku bifo ebyenjawulo akalulu akajja  2026,True,CBS FM,traditional_media,Luganda,2/19/2026,12
UG_TRUE_608,Omulamuzi Dr. Flavian Nzeija alayiziddwa ng’omumyuka wa Ssaabalamuzi wa Uganda,True,CBS FM,traditional_media,Luganda,2/19/2026,10
UG_TRUE_609,Ekkanisa ya Uganda etandise enteekateeka z’okukuza olunaku lw’abajulizi e Namugongo 2025 – obukiika kkono bwa Uganda bwebukulembeddemu,True,CBS FM,traditional_media,Luganda,2/19/2026,17
UG_TRUE_610,"Paapa Francis wakuziikibwa nga 26 April,2025 – okukungubaga okutongole kwakumala ennaku 9",True,CBS FM,traditional_media,Luganda,2/19/2026,12
UG_TRUE_611,Maama alese omwana ow’emyezi 6 mu ndongo e Ssembabule – asaanze afudde,True,CBS FM,traditional_media,Luganda,2/19/2026,12
UG_TRUE_612,Omubaka wa Paapa mu Uganda Ssaabasumba Luigi Bianco – abikidde bannauganda okufa kwa Paapa Francis,True,CBS FM,traditional_media,Luganda,2/19/2026,15
UG_TRUE_613,Kitalo!  Paapa Francis afiiridde ku myaka 88,True,CBS FM,traditional_media,Luganda,2/19/2026,7
UG_TRUE_614,Eyaliko DPC Julius Ahimbisibwe asangiddwa mu tanka y’amazzi ng’alengejja – abantu 3 bakwatiddwa bayambeko police mu kunoonyereza ku bigambibwa nti yetuze,True,CBS FM,traditional_media,Luganda,2/19/2026,21
UG_TRUE_615,Okukuza Ppaasika 2025 – bannauganda balabuddwa ku kalulu ka 2026 okwewala okulondesa ekinyumu,True,CBS FM,traditional_media,Luganda,2/19/2026,13
UG_TRUE_616,Okutaambuza ekkubo ly’omusaalaba 2025 nga bwekubadde mu bitundu ebyenjawulo,True,CBS FM,traditional_media,Luganda,2/19/2026,9
UG_TRUE_617,"UJCC esabye government okukozesa olunaku lw’okutambuza omusaalaba 2025 – esse essira kukulwanyisa enguzi, eyimbule n’abasibe abaasibwa olw’ebyobufuzi",True,CBS FM,traditional_media,Luganda,2/19/2026,17
UG_TRUE_618,Omuliro gusaanyizzaawo ekisulo ky’abayizi e Katabi,True,CBS FM,traditional_media,Luganda,2/19/2026,6
UG_TRUE_619,BannaNRM e Luweero bakooye obupaangisa – batandise okuziimba ekitebe,True,CBS FM,traditional_media,Luganda,2/19/2026,9
UG_TRUE_620,Okusabira Ssaabsajja Kabaka Ronald Mutebi II @ 70 – kukulembeddwamu Ssaabasumba Paul Ssemogerere,True,CBS FM,traditional_media,Luganda,2/19/2026,13
UG_TRUE_621,Kooti enkulu eyimirizza okuwulira emisango egivunaanibwa Isaac Ssemakadde egy’okuvvoola Ssaabawaabi w’emisango gya government,True,CBS FM,traditional_media,Luganda,2/19/2026,13
UG_TRUE_622,"Dr.Kiiza Besigye ne Hajji Obed Kamulegeya bazzeeyo ku alimanda okutuusa nga 30 April,2025",True,CBS FM,traditional_media,Luganda,2/19/2026,13
UG_TRUE_623,Government etandise okubala abayizi bonna mu Uganda – etandikidde mu Greater Kampala,True,CBS FM,traditional_media,Luganda,2/19/2026,12
UG_TRUE_624,Omubaka Shamim Malende addusiddwa mu ddwaliro e Nairobi ng’embeera etabuse,True,CBS FM,traditional_media,Luganda,2/19/2026,10
UG_TRUE_625,Government ya Uganda ekoze ennoongosereza mu tteeka erifuga kooti y’amagye – yakuddamu okuwozesa abantu ba bulijjo,True,CBS FM,traditional_media,Luganda,2/19/2026,16
UG_TRUE_626,Al Qasimia University mu UAE yeyamye okuyambako agamu ku masomero g’obusiraamu mu Uganda,True,CBS FM,traditional_media,Luganda,2/19/2026,13
UG_TRUE_627,Abakungubazi basse omusirikale wa police olw’omuntu wabwe eyafiiridde mu kkomera e Ibanda,True,CBS FM,traditional_media,Luganda,2/19/2026,12
UG_TRUE_628,Ow’emyaka 3 afiiridde mu muliro ogukutte ennyumba e Kibiri Busaabala,True,CBS FM,traditional_media,Luganda,2/19/2026,10
UG_TRUE_629,Kabaka Birthday run 2025 – Ssaabasajja Kabaka asiimbudde emisinde gy’amazaalibwa age 70,True,CBS FM,traditional_media,Luganda,2/19/2026,12
UG_TRUE_630,Abazigu b’emmundu bayingiridde edduuka lya Hardware e Jinja nebakuba abakozi amasasi omu bamusse,True,CBS FM,traditional_media,Luganda,2/19/2026,13
UG_TRUE_631,KCCA yetaaga obuwumbi bwa shs 800 okuziimba emyala mu Kampala okulwanyisa amataba,True,CBS FM,traditional_media,Luganda,2/19/2026,12
UG_TRUE_632,Laddu ekubye essomero e Masaka – omusomesa omu emusse ate abayizi abasoba mu 10 baddusiddwa mu ddwaliro bapooca,True,CBS FM,traditional_media,Luganda,2/19/2026,18
UG_TRUE_633,Police ekutte 2 abagambibwa okuwuddiisa omuzungu nebamunyagako ensimbi,True,CBS FM,traditional_media,Luganda,2/19/2026,8
UG_TRUE_634,Police ekutteko omusibe 1 ku 15 abaatolose mu kadduukulu e Jinja,True,CBS FM,traditional_media,Luganda,2/19/2026,11
UG_TRUE_635,Bishop Gaster Nsereko atuuziddwa ng’Omulabirizi wa West Buganda ow’Omusanvu,True,CBS FM,traditional_media,Luganda,2/19/2026,9
UG_TRUE_636,Okusaala Eid El-fitr 2025 – Omulangira Nakibinge asabye ab’ebyokwerinda beddeko ku ky’okutulugunya bannansi,True,CBS FM,traditional_media,Luganda,2/19/2026,13
UG_TRUE_637,"Eid El-fitr  erangiriddwa yankya ku Sunday – 30 March,2025",True,CBS FM,traditional_media,Luganda,2/19/2026,9
UG_TRUE_638,Oluguudo lw’e Mityana lubbomose mu mugga Mayanja mu kitundu kye Buyala – ebyentambula byakasoobo,True,CBS FM,traditional_media,Luganda,2/19/2026,14
UG_TRUE_639,Multitech etikkidde abayizi 680 –  Prof. Ssentamu abawadde amagezi okussa essira kukunoonyereza betandikirewo emirimu,True,CBS FM,traditional_media,Luganda,2/19/2026,14
UG_TRUE_640,Abaana 2 bajjiiridde mu nnyumba mu district ye Lwengo – kigambibwa omuliro guvudde ku ttaala ya Munakutadooba,True,CBS FM,traditional_media,Luganda,2/19/2026,17
UG_TRUE_641,Munnamawulire Shaka Ssali kitalo! – 1953 – 2025,True,CBS FM,traditional_media,Luganda,2/19/2026,8
UG_TRUE_642,Elias Luyimbaazi Nalukoola akubye ebirayiro ebimufuula omubaka omujjuvu owa Kawempe North,True,CBS FM,traditional_media,Luganda,2/19/2026,11
UG_TRUE_643,Abantu 5 bafiiridde mu nkuba etonnye mu bitundu bya Kampala,True,CBS FM,traditional_media,Luganda,2/19/2026,10
UG_TRUE_644,Abantu 2 bafiiridde mu kabenje akagudde ku lwe Mbale – taxis eyingiridde loole,True,CBS FM,traditional_media,Luganda,2/19/2026,13
UG_TRUE_645,Abakyala baweereddwa amagezi okwesimbawo ku buli kifo kya bukulembeze,True,CBS FM,traditional_media,Luganda,2/19/2026,9
UG_TRUE_646,Omuyizi omuwala wa myaka 15 attiddwa mu Lodge e Mbale,True,CBS FM,traditional_media,Luganda,2/19/2026,10
UG_TRUE_647,Police ekutte 8 abagambibwa okubeera abazigu –  basangiddwa n’emmundu mu district ye Bugweri,True,CBS FM,traditional_media,Luganda,2/19/2026,13
UG_TRUE_648,Parliament eyisizza obuwumbi bwa shs 700 government zeegenda okwewola okuliyirira kampuni ya UMEME,True,CBS FM,traditional_media,Luganda,2/19/2026,13
