id,text,label,source,platform_type,language,date_collected
UG_FAKE_116,"FALSE: Tanzania’s opposition leader Tundu Lissu has not been acquitted of all charges. Lissu remains in custody after his treason case was adjourned indefinitely.",FAKE,PesaCheck,Fact-Check,English,2025-11-28
UG_FAKE_117,"HOAX: Airtel Money is not running this purported anniversary offer. Airtel Uganda has disowned it.",FAKE,PesaCheck,Fact-Check,English,2025-10-28    
UG_FAKE_118,"PARTLY FALSE: Video of Kenyatta meeting President Museveni to negotiate the release of Kenyan activists recently is outdated. The video has been online since April 2025, when Kenyatta paid President Museveni a courtesy call at State House, Entebbe.",FAKE,PesaCheck,Fact-Check,English,2025-12-10
UG_FAKE_119,"SATIRE: This video of Common Man’s Party president Munyagwa eating is fabricated. The video of the presidential candidate was created using AI.",FAKE,PesaCheck,Fact-Check,English,2025-12-10
UG_FAKE_120,"FAKE: This TikTok account sharing pro-NRM content does not belong to Uganda Electoral Commission. The Uganda Electoral body told PesaCheck that the account is fake and not owned by the commission.",FAKE,PesaCheck,Fact-Check,English,2025-11-26
UG_FAKE_121,"FALSE: Uganda’s President Museveni is alive. The video is AI-generated, and Museveni has continued to appear in public after the death claims.",FAKE,PesaCheck,Fact-Check,English,2025-11-12
UG_FAKE_122,"ALTERED: This image of Kampala City Speaker Zahara Luyirika is doctored. In the original photo, Luyirika was displaying a picture of Bobi Wine, not President Museveni.",FAKE,PesaCheck,Fact-Check,English,2025-11-18
UG_FAKE_123,"FALSE: The Ugandan police officer who assaulted a shop attendant was not released without charge. The police officer was charged with assault and remanded in prison.",FAKE,PesaCheck,Fact-Check,English,2025-11-05
UG_FAKE_124,"ALTERED: This video of New York mayor-elect Zohran Mamdani pledging support for Bobi Wine is edited. The original video is of Mamdani speaking about the election in New York.",FAKE,PesaCheck,Fact-Check,English,2025-11-05
UG_FAKE_125,"HOAX: The Uganda Electoral Commission is not recruiting polling agents. The Commission has disowned the job advert.",FAKE,PesaCheck,Fact-Check,English,2025-10-24
UG_FAKE_126,"MISSING CONTEXT: This photo of Samia Suluhu Hassan’s swearing in as president is old. The photo was taken on 19 March 2021, when she was sworn in following the death of John Magufuli.",FAKE,PesaCheck,Fact-Check,English,2025-10-19
UG_FAKE_127,"FALSE: This video doesn’t show floating bags in downtown Kampala. The video is AI-generated.",FAKE,PesaCheck,Fact-Check,English,2025-10-14
UG_FAKE_128,"HOAX: This Bidco Uganda anniversary promotion is fake. The company disowned the promo.",FAKE,PesaCheck,Fact-Check,English,2025-10-01
UG_FAKE_129,"FALSE: Former US President Barack Obama was not addressing the Tanzanian election in this video. Obama was delivering a speech at Mandela’s 100th birth anniversary on 17 July 2018.",FAKE,PesaCheck,Fact-Check,English,2025-09-15
UG_FAKE_130,"ALTERED: This video claiming Tanzanian President Samia Suluhu Hassan is dead is doctored. President Samia is alive, and the original video, published by Citizen TV, was about activists commenting on Tanzania’s election.",FAKE,PesaCheck,Fact-Check,English,2025-09-10
UG_FAKE_131,"FALSE: This video does not show protesters occupying a Tanzanian airport in October 2025. The video, from 2021, shows youth breaking through an airport fence to see the plane carrying the late President John Magufuli in Dar es Salaam.",FAKE,PesaCheck,Fact-Check,English,2025-08-30
UG_FAKE_132,"FALSE: Kasambya County legislator David Kabanda is not dead. The member of parliament appeared in public after the death claims were shared online.",FAKE,PesaCheck,Fact-Check,English,2025-08-20
UG_FAKE_133,"FALSE: Uganda’s opposition politician Kiiza Besigye was not seen leaving the country in October 2025. The video was posted in February 2024, and Besigye is currently in prison.",FAKE,PesaCheck,Fact-Check,English,2025-10-10
UG_FAKE_134,"FALSE: Speaker Anita Among is not in critical condition following an accident. The Speaker has been publicly campaigning and continues performing her official duties.",FAKE,PesaCheck,Fact-Check,English,2025-09-25
UG_FAKE_135,"FAKE: This purported Buganda Kingdom letter commenting on Bobi Wine’s visit to ex-President Obote’s grave is fabricated. The Buganda Kingdom has dismissed the letter as fake.",FAKE,PesaCheck,Fact-Check,English,2025-09-15
UG_FAKE_135,"FALSE: This video is not of Teso elders crying to Speaker Anita Among. The video is of individuals mourning the death of Kenya’s former Prime Minister Raila Odinga.",FAKE,PesaCheck,Fact-Check,English,2025-09-05
UG_FAKE_136,"FALSE: These photos do not show Bobi Wine arriving at State House. The images date back to 2017, when Bobi Wine was still the Kyadondo East MP, and were taken during one of his music shows.",FAKE,PesaCheck,Fact-Check,English,2025-08-30
UG_FAKE_137,"FAKE: This TikTok account offering loans does not belong to Ugandan businessman Ham Kiggundu. Ham Group of Companies has disowned the account.",FAKE,PesaCheck,Fact-Check,English,2025-08-20
UG_FAKE_138,"FALSE: President Museveni has not paused his re-election campaign due to illness. Museveni continued campaigning after the claim surfaced online.",FAKE,PesaCheck,Fact-Check,English,2025-08-10
UG_FAKE_139,"FAKE: Daily Monitor did not publish this story on Ugandan activist Sarah Bireete. The publication disowned the alleged article.",FAKE,PesaCheck,Fact-Check,English,2025-07-30
UG_FAKE_140,"FAKE: New Vision did not publish this article about a study on men in Mbale. The publication flagged it as fake.",FAKE,PesaCheck,Fact-Check,English,2025-10-19
UG_FAKE_141,"FALSE: Allan Ssewanyana did not receive the NUP ticket for Makindye West MP. The party awarded the Makindye West ticket to Zahara Maala Luyilika, not Allan Ssewanyana.",FAKE,PesaCheck,Fact-Check,English,2025-12-12
UG_FAKE_142,"FALSE: Uganda’s Education Minister Janet Museveni has not ordered schools to end their third term on 25 November 2025. The ministry has confirmed that the information is untrue.",FAKE,PesaCheck,Fact-Check,English,2025-11-20
UG_FAKE_143,"FAKE: This campaign poster claiming businessman Ham Kiggundu is vying for Kampala Lord Mayor is fabricated. The NRM flagbearer for the position is Moses Nsubuga.",FAKE,PesaCheck,Fact-Check,English,2025-11-15
UG_FAKE_144,"ALTERED: This purported NTV report on a new investment project by President Museveni is doctored. The video was manipulated using AI.",FAKE,PesaCheck,Fact-Check,English,2025-11-01
UG_FAKE_145,"FALSE: Uganda has not recorded an outbreak of Ebola in October 2025. The video was recorded in 2022 and not 2025 as claimed.",FAKE,PesaCheck,Fact-Check,English,2025-10-28
UG_FAKE_146,"ALTERED: This purported New Vision story about presidential candidate Bobi Wine is fabricated. The newspaper page was edited by replacing a death announcement of a senior police officer with the fake article.",FAKE,PesaCheck,Fact-Check,English,2025-10-24
UG_FAKE_147,"HOAX: This Centenary Bank Independence Day promotion is fake. The Ugandan bank has disowned the purported offer.",FAKE,PesaCheck,Fact-Check,English,2025-10-01
UG_FAKE_148,"FALSE: This video is not of Ugandan journalist arrested for questioning President Museveni on healthcare issues. The video is of a murder suspect and not the journalist as alleged.",FAKE,PesaCheck,Fact-Check,English,2025-10-01
UG_FAKE_149,"HOAX: This purported National Unity Platform data offer to supporters is fake. The party leadership disowned the promotion, terming it a scam.",FAKE,PesaCheck,Fact-Check,English,2025-10-07
UG_FAKE_150,"FALSE HEADLINE: The UN has not issued a directive banning President Museveni from running for president. The United Nations (UN) Charter does not specify how elections should be conducted within individual countries.",FAKE,PesaCheck,Fact-Check,English,2025-09-07
UG_FAKE_151,"FALSE HEADLINE: This video doesn’t show Rebecca Kadaga declaring support for Bobi Wine. The video shows Kadaga’s homecoming event in Jinja.",FAKE,PesaCheck,Fact-Check,English,2025-09-07
UG_FAKE_152,"HOAX: This purported National Unity Platform data offer to supporters is fake. The party leadership disowned the promotion, terming it a scam.",FAKE,PesaCheck,Fact-Check,English,2025-10-07
UG_FAKE_153,"FALSE HEADLINE: The UN has not issued a directive banning President Museveni from running for president. The United Nations (UN) Charter does not specify how elections should be conducted within individual countries.",FAKE,PesaCheck,Fact-Check,English,2025-09-07
UG_FAKE_154,"FALSE HEADLINE: This video doesn’t show Rebecca Kadaga declaring support for Bobi Wine. The video shows Kadaga’s homecoming event in Jinja.",FAKE,PesaCheck,Fact-Check,English,2025-09-07
UG_FAKE_155,"ALTERED: This video showing UBC TV anchor Kazimoto promoting a money-making app is doctored. The video was digitally manipulated using AI.",FAKE,PesaCheck,Fact-Check,English,2025-08-20
UG_FAKE_156,"FAKE: This photo of Joseph Kony’s national ID card is fabricated. Uganda’s National Identification and Registration Authority (NIRA) has disowned the ID card, terming it inauthentic.",FAKE,PesaCheck,Fact-Check,English,2025-08-10
UG_FAKE_157,"FAKE: This image of Uganda’s opposition politician Joel Ssenyonyi wearing a T-shirt branded ‘Vote M7’ is fabricated. The image is AI-generated.",FAKE,PesaCheck,Fact-Check,English,2025-07-30
UG_FAKE_158,"FAKE: This photo of NUP mobiliser Sauda Madada in an NRM T-shirt is fabricated. Several AI-detection tools show that the image was generated using AI.",FAKE,PesaCheck,Fact-Check,English,2025-07-25
UG_FAKE_159,"ALTERED: This video of President Museveni saying he won’t vie for presidency again after 2026 is manipulated. The original video is of Museveni addressing the Egypt–Uganda Business Forum in Cairo in August 2025.",FAKE,PesaCheck,Fact-Check,English,2025-07-15
UG_FAKE_160,"FAKE: This campaign poster portraying Ugandan pastor Wilson Bugembe as NRM’s Nansana Municipality flagbearer is fabricated. The NRM flagbearer for Nansana Municipality is Idi Buggaga Matovu.",FAKE,PesaCheck,Fact-Check,English,2025-07-10
UG_FAKE_161,"FALSE: Erias Lukwago and Ssemujju Nganda have not defected from PFF to NUP. The claim in the video misrepresents the information shared during the PFF press conference to promote pro-NUP sentiments.",FAKE,PesaCheck,Fact-Check,English,2025-06-30
UG_FAKE_162,"ALTERED: This video of Ugandan President Museveni endorsing rival Bobi Wine is doctored. The original video is of Museveni speaking about Uganda-Egypt relations.",FAKE,PesaCheck,Fact-Check,English,2025-06-20
UG_FAKE_163,"PARTLY FALSE: This photo is not of Ugandan politician Bobi Wine meeting UK’s Deputy Prime Minister. The individual in the photo isn’t UK’s deputy premier, David Lammy.",FAKE,PesaCheck,Fact-Check,English,2025-09-15
UG_FAKE_164,"FALSE: ICC has not issued an arrest warrant for President Museveni and his son, Muhoozi. ICC told PesaCheck in an email that no such arrest warrants have been issued.",FAKE,PesaCheck,Fact-Check,English,2025-06-10
UG_FAKE_165,"ALTERED: This photo of UPDF spokesperson in an NUP-branded uniform is doctored. Error Level Analysis conducted on the photo shows that the image was manipulated and digitally altered to add the badges.",FAKE,PesaCheck,Fact-Check,English,2025-05-30
UG_FAKE_166,"FALSE: WhatsApp has not released a feature that notifies users when chats are recorded or screenshots are taken. Meta, WhatsApp’s parent company, refuted the claim.",FAKE,PesaCheck,Fact-Check,English,2025-05-20
UG_FAKE_167,"FALSE: This post claiming 15 people died in an accident on Seeta-Jinja Kampala Highway is misleading. The claim is misleading, and the images used are not of recent events.",FAKE,PesaCheck,Fact-Check,English,2025-09-10
UG_FAKE_168,"FALSE: This notice from the Ministry of Agriculture promising grants is fake. MAAIF and Minister Frank Tumwebaze have dismissed the notice as false and urged the public to ignore it.",FAKE,PesaCheck,Fact-Check,English,2025-10-09
UG_FAKE_169,"FAKE: This post about NRM CEC elections attributed to Rebecca Kadaga is from a parody account. The claim was posted by a parody account impersonating the former Speaker of Parliament and has since been deleted.",FAKE,PesaCheck,Fact-Check,English,2025-11-15
UG_FAKE_170,"FALSE: Ugandan politician Rebecca Kadaga did not win NRM vice chairperson seat. The NRM Electoral Commission declared Anita Among the winner.",FAKE,PesaCheck,Fact-Check,English,2025-11-15
UG_FAKE_171,"FAKE: This Facebook post on NUP presidency is not by Bobi Wine. The politician disowned the post.",FAKE,PesaCheck,Fact-Check,English,2025-12-01
UG_FAKE_172,"FALSE: President Trump did not sign an order requiring a US passport to purchase food and medicine. The US embassy in Uganda said there is no such directive.",FAKE,PesaCheck,Fact-Check,English,2025-12-10
UG_FAKE_173,"FALSE: Uganda’s former Speaker Rebecca Kadaga has not agreed to join the opposition. The video does not show Kadaga accepting Bobi Wine’s request to join the opposition.",FAKE,PesaCheck,Fact-Check,English,2025-12-15
UG_FAKE_174,"FALSE: Former Speaker Kadaga was not chased out of the NRM NEC meeting. A review of the full coverage of the meeting shows no evidence of such an incident.",FAKE,PesaCheck,Fact-Check,English,2025-08-18
UG_FAKE_175,"FAKE: Uganda’s Inspectorate of Government did not author this letter interdicting National Youth Council members. The Inspectorate has disowned the letter.",FAKE,PesaCheck,Fact-Check,English,2025-08-25
UG_FAKE_176,"FALSE: President Museveni did not announce joining vocational education after primary school. The Education Ministry confirmed the allegations to be untrue.",FAKE,PesaCheck,Fact-Check,English,2025-09-01
UG_FAKE_177,"FALSE HEADLINE: This video doesn’t show President Museveni commenting on death of NUP activist Marinos. The headline of the YouTube video is both misleading and clickbait.",FAKE,PesaCheck,Fact-Check,English,2025-09-12
UG_FAKE_178,"ALTERED: This video of UK Prime Minister Keir Starmer announcing jobs under a free immigration programme is doctored. The video was edited using AI.",FAKE,PesaCheck,Fact-Check,English,2025-09-20
UG_FAKE_179,"ALTERED: This photo of Bobi Wine announcing a new ‘People Power’ uniform is manipulated. The original photo shows Bobi Wine dressed in a red attire with NUP party branding and not a military uniform.",FAKE,PesaCheck,Fact-Check,English,2025-10-05
UG_FAKE_180,"FALSE: Uganda’s Education Minister did not announce that there won’t be ‘A’ Level in 2026. Minister Janet Museveni was commenting about curriculum review, not halting ‘A’ Level in the original video.",FAKE,PesaCheck,Fact-Check,English,2025-10-15
UG_FAKE_181,"FALSE: Uganda’s President Museveni and his wife Janet are not dead. The couple has made public appearances days after the death claims were made.",FAKE,PesaCheck,Fact-Check,English,2025-11-01
UG_FAKE_182,"ALTERED: This video of Ugandan journalist Raymond Mujuni promoting a government financial platform… Mujuni and Daily Monitor disowned the purported interview, terming it a hoax.",FAKE,PesaCheck,Fact-Check,English,2025-11-10
UG_FAKE_183,"HOAX: This Uganda Electoral Commission job application portal is fake. The electoral body disowned the purported portal.",FAKE,PesaCheck,Fact-Check,English,2025-11-15
UG_FAKE_184,"MISSING CONTEXT: This photo of Ugandan PM Nabbanja is outdated. The photo dates back to July 2014, when Nabbanja was reportedly assaulted over her stance on roadblocks in her constituency.",FAKE,PesaCheck,Fact-Check,English,2025-11-20
UG_FAKE_185,"FALSE: Ugandan opposition politician Kizza Besigye remains in prison as of 31 July 2025. The original video of Besigye dancing is from a hearing where the Nakawa Chief Magistrate’s Court rejected an application to access the politician’s medical records.",FAKE,PesaCheck,Fact-Check,English,2025-07-31
UG_FAKE_186,"FALSE: Simon Byabakama, the chairman of Uganda’s Electoral Commission, has not resigned. State House and the Commission confirmed Byabakama is still the chairman.",FAKE,PesaCheck,Fact-Check,English,2025-12-20
UG_FAKE_187,"FALSE: Sheikh Shaban Mubajje is still the Mufti of Uganda. The Uganda Muslim Supreme Council has confirmed that the claims about Mubajje being overthrown and the position being vacant are false.",FAKE,PesaCheck,Fact-Check,English,2025-12-18
UG_FAKE_188,"FALSE: Ugandan opposition leader Kizza Besigye was not re-arrested in Kenya in 2025. Besigye has been in Luzira prison since 2024, and the video is AI-generated.",FAKE,PesaCheck,Fact-Check,English,2025-10-19
UG_FAKE_189,"FAKE: This X account spreading misinformation and posting as the Democratic Alliance of Uganda is an impostor. The Democratic Front party spokesperson stated that the Democratic Alliance pressure group’s X account has since been suspended.",FAKE,PesaCheck,Fact-Check,English,2025-12-15
UG_FAKE_190,"ALTERED: This photo of Uganda’s Prime Minister Nabbanja with facial injuries is manipulated. ALTERED: This photo of Uganda’s Prime Minister Nabbanja with facial injuries is manipulated. The photo has been edited and contains AI-generated or deepfake elements.",FAKE,PesaCheck,Fact-Check,English,2025-07-20
UG_FAKE_191,"ALTERED: This Sunday Monitor cover featuring a story on Uganda’s opposition is doctored. The publication has disowned it.",FAKE,PesaCheck,Fact-Check,English,2025-10-19
UG_FAKE_192,"HOAX: This NIRA account promising express National IDs is not authentic. NIRA has dismissed the account as fake and urged the public to ignore it, along with several other imposter accounts.",FAKE,PesaCheck,Fact-Check,English,2025-11-20
UG_FAKE_193,"ALTERED: Video showing Busoga king kneeling before President Museveni to receive vehicle donation is edited. The video was altered using AI.",FAKE,PesaCheck,Fact-Check,English,2025-12-05
UG_FAKE_194,"FALSE: Ugandan legislator Twaha Kagabo did not garner two votes in NRM primary elections. Kagabo got 2501 votes, coming second in a race of four.",FAKE,PesaCheck,Fact-Check,English,2025-11-12
UG_FAKE_195,"FALSE: This video of Uganda’s President Museveni isn’t directed at his Kenyan counterpart Ruto. The video is from 2020 and unrelated to President Ruto’s sentiments.",FAKE,PesaCheck,Fact-Check,English,2025-12-01
UG_FAKE_196,"FALSE: President Donald Trump did not order a total shutdown of US borders. The US mission in Uganda said travel to the US continues.",FAKE,PesaCheck,Fact-Check,English,2025-12-10
UG_FAKE_197,"FAKE: This NRM letter nullifying the nomination of Bosmic Otim is fabricated. NRM’s Electoral Commission disowned the letter.",FAKE,PesaCheck,Fact-Check,English,2025-07-26
UG_FAKE_198,"FALSE: Uganda has not banned TikTok. The Ugandan government and social media users have dismissed the claim as false.",FAKE,PesaCheck,Fact-Check,English,2025-08-15
UG_FAKE_199,"FALSE: This alert does not prohibit Americans from travelling to Uganda. The post making the claim misinterprets advisories issued by the US Embassy in Uganda in June 2025.",FAKE,PesaCheck,Fact-Check,English,2025-09-15   
UG_FAKE_200,"MISSING CONTEXT: This video does not show Eddie Mutwe, Bobi Wine’s bodyguard, after being released from prison in 2025. The claim video is of Eddie Mutwe after being released from prison in 2021.",FAKE,PesaCheck,Fact-Check,English,2025-10-10
UG_TRUE_077,"Court upholds Mulirire's disqualification from Budiope East MP race",TRUE,Daily Monitor,News Website,English,2026-1-09
UG_TRUE_078,"Uganda's government to implement new measures to support small and medium enterprises (SMEs).",TRUE,New Vision,News Website,English,2025-02-23
UG_TRUE_079,"We shall discuss minimum wage at an appropriate time - Museveni",TRUE,Daily Monitor,News Website,English,2026-01-09
UG_TRUE_080,"Bukomansimbi road crash leaves two dead, three injured",TRUE,Daily Monitor,News Website,English,2026-01-09
UG_TRUE_081,"You can block Kyagulanyi campaigns but you won’t stop us from voting- NUP supporters",TRUE,New Vision,News Website,English,2026-01-09
UG_TRUE_082,"Encroachment on Nasenyi Wetlands Sparks Fears as Climate Impacts Intensify in Eastern Uganda",TRUE,Nile Post,News Website,English,2026-01-09
UG_TRUE_083,"Uganda's government to enhance digital infrastructure to support e-governance initiatives.",TRUE,Daily Monitor,News Website,English,2025-02-23
UG_TRUE_084,"Uganda's agricultural sector to implement new irrigation systems to improve crop yields.",TRUE,New Vision,News Website,English,2025-02-24
UG_TRUE_085,"Uganda's government to launch new programs to promote renewable energy adoption.",TRUE,Daily Monitor,News Website,English,2025-02-24
UG_TRUE_086,"Uganda's healthcare sector to implement new telemedicine services to improve access to care.",TRUE,New Vision,News Website,English,2025-02-25
UG_TRUE_087,"Uganda's government to invest in new public transportation systems to reduce traffic congestion.",TRUE,Daily Monitor,News Website,English,2025-02-25
UG_TRUE_088,"Uganda's education system to implement new digital learning platforms for students.",TRUE,New Vision,News Website,English,2025-02-26
UG_TRUE_089,"Uganda's government to enhance border security measures to combat smuggling and illegal trade.",TRUE,Daily Monitor,News Website,English,2025-02-26
UG_TRUE_090,"Uganda's tourism sector to launch new marketing campaigns to attract international visitors.",TRUE,New Vision,News Website,English,2025-02-27
UG_TRUE_091,"Uganda's government to implement new policies to support smallholder farmers.",TRUE,Daily Monitor,News Website,English,2025-02-27
UG_TRUE_092,"Uganda's government to enhance disaster preparedness and response capabilities.",TRUE,New Vision,News Website,English,2025-02-28
UG_TRUE_093,"Uganda's government to invest in new water supply systems to improve access to clean water.",TRUE,Daily Monitor,News Website,English,2025-02-28
UG_TRUE_094,"Uganda's government to launch new initiatives to promote youth entrepreneurship.",TRUE,New Vision,News Website,English,2025-03-01
UG_TRUE_095,"Uganda's government to enhance public health infrastructure to support disease prevention efforts.",TRUE,Daily Monitor,News Website,English,2025-03-01
UG_TRUE_096,"Uganda's government to implement new policies to promote gender equality and women's empowerment.",TRUE,New Vision,News Website,English,2025-03-01
UG_TRUE_097,"Government Launches Free Gas Initiative in Kisoro to Reduce Deforestation",TRUE,Nile Post,News Website,English,2026-01-09
UG_TRUE_098,"Uganda's government to invest in new technology infrastructure to support innovation and research.",TRUE,Daily Monitor,News Website,English,2025-03-02
UG_TRUE_099,"Uganda's government to enhance public safety measures to combat crime and violence.",TRUE,New Vision,News Website,English,2025-03-02
UG_TRUE_100,"Uganda's government to launch new programs to promote cultural heritage and tourism.",TRUE,Daily Monitor,News Website,English,2025-03-03
UG_TRUE_101,"FUFA Suspends Three Buhimba United Players Over Match-Fixing.",TRUE,Nile,News Website,English,2026-01-09
UG_TRUE_102,"Uganda's government to implement new policies to support renewable energy development.",TRUE,New Vision,News Website,English,2025-03-03
UG_TRUE_103,"Uganda's government to enhance public transportation systems to improve mobility and reduce traffic congestion.",TRUE,Daily Monitor,News Website,English,2025-03-04
UG_TRUE_104,"Uganda's government to launch new initiatives to promote environmental conservation and sustainability.",TRUE,New Vision,News Website,English,2025-03-04
UG_TRUE_105,"Uganda's government to invest in new healthcare infrastructure to improve access to medical services.",TRUE,Daily Monitor,News Website,English,2025-03-05
UG_TRUE_106,"New Climate-Smart Agriculture Project to Help Farmers Cope With Drought in Uganda",TRUE,Nile Post,News Website,English,2026-01-09
UG_TRUE_107,"NEMA Steps Up Crackdown on Environmental Offences as Climate Risks Deepen",TRUE,Nile Post,News Website,English,2026-01-09
UG_TRUE_108,"COP30 highlights growing need of countries for resilience to storms, flood and fires",TRUE,Nile Post,News Website,English,2026-01-09
UG_TRUE_109,"Nordic Ministers Push Global Food Reset; African Leaders Call for Equity and Support",TRUE,Nile Post,News Website,English,2026-01-09
UG_TRUE_110,"Nabbanja Urges Ugandans to Take Personal Responsibility in Protecting Environment",TRUE,Nile Post,News Website,English,2026-01-09
UG_TRUE_111,"Unpredictable Weather Devastates Farmers in Greater Masaka Region",TRUE,Nile Post,News Website,English,2026-01-09
UG_TRUE_112,"EU Lauds Uganda’s Climate Efforts, Backs Circular Economy Drive at Green Diplomacy Week",TRUE,Nile Post,News Website,English,2026-01-09
UG_TRUE_113,"Uganda, Sweden Reaffirm Strong Partnership in Development, Education, and Climate Action",TRUE,Nile Post,News Website,English,2026-01-09
UG_TRUE_114,"National Agroecology Festival 2025 Launched with Farmers Urging Sustainable Food Systems",TRUE,Nile Post,News Website,English,2026-01-09
UG_TRUE_115,"Iteso Cultural Union, Italian Agency Partner to Fight Climate Change Through Agroforestry",TRUE,Nile Post,News Website,English,2025-12-09
UG_TRUE_116,"Schools Join 'She Leads' Climate Greening Drive to Foster Environmental Stewardship",TRUE,Nile Post,News Website,English,2025-11-25
UG_TRUE_117,"Third Climate Change Awareness Marathon Launched at Parliament",TRUE,Nile Post,News Website,English,2025-11-20
UG_TRUE_118,"South Korea Sows Seeds of Climate Adaptation in Uganda",TRUE,Nile Post,News Website,English,2025-11-15
UG_TRUE_119,"Uganda’s Climate Change Bill 2025 Passed to Strengthen National Response to Climate Crisis",TRUE,Nile Post,News Website,English,2025-11-10
UG_TRUE_120,"Uganda, Denmark Strengthen Climate Action Partnership at COP30",TRUE,Nile Post,News Website,English,2025-11-05
UG_TRUE_121,"Uganda’s Renewable Energy Sector Attracts $500 Million Investment to Boost Green Power",TRUE,Nile Post,News Website,English,2025-10-30
UG_TRUE_122,"Uganda Launches National Climate Resilience Strategy to Safeguard Vulnerable Communities",TRUE,Nile Post,News Website,English,2025-10-25
UG_TRUE_123,"Uganda’s Climate-Smart Agriculture Initiatives Gain Momentum Amidst Rising Climate Risks",TRUE,Nile Post,News Website,English,2025-10-20
UG_TRUE_124,"Uganda Partners with World Bank to Enhance Climate Resilience in Agriculture Sector",TRUE,Nile Post,News Website,English,2025-10-15
UG_TRUE_125,"Uganda’s Forest Conservation Efforts Yield Positive Results in Biodiversity Protection",TRUE,Nile Post,News Website,English,2025-10-10
UG_TRUE_126,"Uganda’s Climate Change Adaptation Programs Receive Boost from International Donors",TRUE,Nile Post,News Website,English,2025-10-05
UG_TRUE_127,"Uganda’s Renewable Energy Projects Drive Economic Growth and Job Creation",TRUE,Nile Post,News Website,English,2025-10-01
UG_TRUE_128,"Uganda’s Climate Change Mitigation Strategies Gain Recognition at Global Forums",TRUE,Nile Post,News Website,English,2025-09-25
UG_TRUE_129,"Uganda’s Climate Resilience Initiatives Empower Local Communities to Adapt to Climate Change",TRUE,Nile Post,News Website,English,2025-09-20
UG_TRUE_130,"Uganda’s Climate Change Policies Aligned with Sustainable Development Goals",TRUE,Nile Post,News Website,English,2025-09-15
UG_TRUE_131,"South Ankole Bishop Warns of Climate Crisis Threatening Agriculture and Livelihoods",TRUE,Nile Post,News Website,English,2025-09-10
UG_TRUE_132,"Uganda’s Climate Change Research Advances Understanding of Climate Impacts",TRUE,Nile Post,News Website,English,2025-09-05
UG_TRUE_133,"Uganda’s Climate Change Education Programs Foster Environmental Awareness",TRUE,Nile Post,News Website,English,2025-09-01
UG_TRUE_134,"Experts Call for Greener Cities as Climate Change Fuels Health Crisis in Africa",TRUE,Nile Post,News Website,English,2025-08-28
UG_TRUE_135,"UPDF Hands Over 40 Quick Impact Projects in Kigezi Ahead of 45th Tarehe Sita Anniversary",TRUE,Nile Post,News Website,English,2025-08-25
UG_TRUE_136,"Buikwe Residents Renew Call for Museveni to Honour 1993 School Pledge",TRUE,Nile Post,News Website,English,2025-08-20
UG_TRUE_137,"Victoria University VC Muganga Calls for Peaceful, Responsible Participation in Elections",TRUE,Nile Post,News Website,English,2025-08-15
UG_TRUE_138,"Delay of Kanara Seed School Nears End as Kitagwenda Authorities, Contractor Agree on Clear Way Forward",TRUE,Nile Post,News Website,English,2025-08-10
UG_TRUE_139,"Museveni Launches Shs 100bn Coffee Development Fund to Boost Farmers' Incomes",TRUE,Nile Post,News Website,English,2025-08-05
UG_TRUE_140,"Anti-Illicit Alcohol Coalition Takes Festive Awareness Campaign to Arua",TRUE,Nile Post,News Website,English,2025-08-01
UG_TRUE_141,"Education Is the Foundation of Unity and Progress, Mubaje Tells Muslims",TRUE,Nile Post,News Website,English,2025-07-28
UG_TRUE_142,"NETA to Award Scholarships and Bursaries to Needy Students",TRUE,Nile Post,News Website,English,2025-07-25
UG_TRUE_143,"Uganda, Saudi Arabia Hold High-Level Political Consultations in Kampala",TRUE,Nile Post,News Website,English,2025-07-20
UG_TRUE_144,"CoU to Establish Industrial Park to Produce Affordable Scholastic Materials",TRUE,Nile Post,News Website,English,2025-07-15
UG_TRUE_145,"Kaziimba Urges Teachers to Promote Peace and Shun Divisive Politics",TRUE,Nile Post,News Website,English,2025-07-10
UG_TRUE_146,"Makerere Convenes First Student–Alumni Town Hall Meeting",TRUE,Nile Post,News Website,English,2025-07-05
UG_TRUE_147,"Uneb Human Resources Director Sabastian Ngobi Dies Suddenly",TRUE,Nile Post,News Website,English,2025-07-01
UG_TRUE_148,"Uganda, China Sign MoU to Boost Cooperation in Education Sector",TRUE,Nile Post,News Website,English,2025-06-28
UG_TRUE_149,"Muntu Promises to Tackle Corruption and Restore Trust in Politics",TRUE,Nile Post,News Website,English,2025-06-25
UG_TRUE_150,"Museveni Urges KIU Graduands to Embrace Healthy Lifestyles and Pursue Family Wealth",TRUE,Nile Post,News Website,English,2025-06-20
UG_TRUE_151,"Uganda Shilling is the Most Stable Currency in the World Followed by the UK Pound – Ggoobi",TRUE,Nile Post,News Website,English,2025-06-15
UG_TRUE_152,"First Lady Calls for Women’s Bank to Deepen Economic Empowerment",TRUE,Nile Post,News Website,English,2025-06-10
UG_TRUE_153,"Elections Loom, Yields Hold Steady: Experts Advise Investors to Stay the Course",TRUE,Nile Post,News Website,English,2025-06-05
UG_TRUE_154,"VP Alupo Calls for Industrial Growth, Job Creation as  Greater Luwero Investment Forum is Launched",TRUE,Nile Post,News Website,English,2025-06-01
UG_TRUE_155,"Stanbic PMI: Private Sector Ends 2025 With High Hopes for Further Expansion in 2026",TRUE,Nile Post,News Website,English,2025-05-28
